"event","quarter","id","industry","bin","p","time","resolution","realization","binL","binH","binValue"
2011,3,407,2,3,0,2009.625,1,8.93333333333333,9.5,10,9.75
2011,3,407,2,4,0,2009.625,1,8.93333333333333,9,9.5,9.25
2011,3,407,2,5,0,2009.625,1,8.93333333333333,8.5,9,8.75
2011,3,407,2,6,0.55,2009.625,1,8.93333333333333,8,8.5,8.25
2011,3,407,2,7,0.35,2009.625,1,8.93333333333333,7.5,8,7.75
2011,3,407,2,8,0.1,2009.625,1,8.93333333333333,7,7.5,7.25
2011,3,407,2,9,0,2009.625,1,8.93333333333333,6,7,6.5
2011,3,407,2,10,0,2009.625,1,8.93333333333333,-1000,6,5
2011,4,407,2,1,0,2009.875,1,8.93333333333333,11,1000,12
2011,4,407,2,2,0,2009.875,1,8.93333333333333,10,11,10.5
2011,4,407,2,3,0,2009.875,1,8.93333333333333,9.5,10,9.75
2011,4,407,2,4,0,2009.875,1,8.93333333333333,9,9.5,9.25
2011,4,407,2,5,0.15,2009.875,1,8.93333333333333,8.5,9,8.75
2011,4,407,2,6,0.85,2009.875,1,8.93333333333333,8,8.5,8.25
2011,4,407,2,7,0,2009.875,1,8.93333333333333,7.5,8,7.75
2011,4,407,2,8,0,2009.875,1,8.93333333333333,7,7.5,7.25
2011,4,407,2,9,0,2009.875,1,8.93333333333333,6,7,6.5
2011,4,407,2,10,0,2009.875,1,8.93333333333333,-1000,6,5
2011,1,407,2,1,0,2010.125,1,8.93333333333333,11,1000,12
2011,1,407,2,2,0,2010.125,1,8.93333333333333,10,11,10.5
2011,1,407,2,3,0,2010.125,1,8.93333333333333,9.5,10,9.75
2011,1,407,2,4,0,2010.125,1,8.93333333333333,9,9.5,9.25
2011,1,407,2,5,0.4,2010.125,1,8.93333333333333,8.5,9,8.75
2011,1,407,2,6,0.6,2010.125,1,8.93333333333333,8,8.5,8.25
2011,1,407,2,7,0,2010.125,1,8.93333333333333,7.5,8,7.75
2011,1,407,2,8,0,2010.125,1,8.93333333333333,7,7.5,7.25
2011,1,407,2,9,0,2010.125,1,8.93333333333333,6,7,6.5
2011,1,407,2,10,0,2010.125,1,8.93333333333333,-1000,6,5
2011,2,407,2,1,0,2010.375,1,8.93333333333333,11,1000,12
2011,2,407,2,2,0,2010.375,1,8.93333333333333,10,11,10.5
2011,2,407,2,3,0,2010.375,1,8.93333333333333,9.5,10,9.75
2011,2,407,2,4,0.15,2010.375,1,8.93333333333333,9,9.5,9.25
2011,2,407,2,5,0.2,2010.375,1,8.93333333333333,8.5,9,8.75
2011,2,407,2,6,0.6,2010.375,1,8.93333333333333,8,8.5,8.25
2011,2,407,2,7,0.05,2010.375,1,8.93333333333333,7.5,8,7.75
2011,2,407,2,8,0,2010.375,1,8.93333333333333,7,7.5,7.25
2011,2,407,2,9,0,2010.375,1,8.93333333333333,6,7,6.5
2011,2,407,2,10,0,2010.375,1,8.93333333333333,-1000,6,5
2011,3,407,2,1,0,2010.625,1,8.93333333333333,11,1000,12
2011,3,407,2,2,0,2010.625,1,8.93333333333333,10,11,10.5
2011,3,407,2,3,0,2010.625,1,8.93333333333333,9.5,10,9.75
2011,3,407,2,4,0.15,2010.625,1,8.93333333333333,9,9.5,9.25
2011,3,407,2,5,0.4,2010.625,1,8.93333333333333,8.5,9,8.75
2011,3,407,2,6,0.45,2010.625,1,8.93333333333333,8,8.5,8.25
2011,3,407,2,7,0,2010.625,1,8.93333333333333,7.5,8,7.75
2011,3,407,2,8,0,2010.625,1,8.93333333333333,7,7.5,7.25
2011,3,407,2,9,0,2010.625,1,8.93333333333333,6,7,6.5
2011,3,407,2,10,0,2010.625,1,8.93333333333333,-1000,6,5
2011,4,407,2,1,0,2010.875,1,8.93333333333333,11,1000,12
2011,4,407,2,2,0,2010.875,1,8.93333333333333,10,11,10.5
2011,4,407,2,3,0.05,2010.875,1,8.93333333333333,9.5,10,9.75
2011,4,407,2,4,0.45,2010.875,1,8.93333333333333,9,9.5,9.25
2011,4,407,2,5,0.35,2010.875,1,8.93333333333333,8.5,9,8.75
2011,4,407,2,6,0.15,2010.875,1,8.93333333333333,8,8.5,8.25
2011,4,407,2,7,0,2010.875,1,8.93333333333333,7.5,8,7.75
2011,4,407,2,8,0,2010.875,1,8.93333333333333,7,7.5,7.25
2011,4,407,2,9,0,2010.875,1,8.93333333333333,6,7,6.5
2011,4,407,2,10,0,2010.875,1,8.93333333333333,-1000,6,5
2011,1,407,2,1,0,2011.125,1,8.93333333333333,11,1000,12
2011,1,407,2,2,0,2011.125,1,8.93333333333333,10,11,10.5
2011,1,407,2,3,0,2011.125,1,8.93333333333333,9.5,10,9.75
2011,1,407,2,4,0.4,2011.125,1,8.93333333333333,9,9.5,9.25
2011,1,407,2,5,0.6,2011.125,1,8.93333333333333,8.5,9,8.75
2011,1,407,2,6,0,2011.125,1,8.93333333333333,8,8.5,8.25
2011,1,407,2,7,0,2011.125,1,8.93333333333333,7.5,8,7.75
2011,1,407,2,8,0,2011.125,1,8.93333333333333,7,7.5,7.25
2011,1,407,2,9,0,2011.125,1,8.93333333333333,6,7,6.5
2011,1,407,2,10,0,2011.125,1,8.93333333333333,-1000,6,5
2011,2,407,2,1,0,2011.375,1,8.93333333333333,11,1000,12
2011,2,407,2,2,0,2011.375,1,8.93333333333333,10,11,10.5
2011,2,407,2,3,0,2011.375,1,8.93333333333333,9.5,10,9.75
2011,2,407,2,4,0.05,2011.375,1,8.93333333333333,9,9.5,9.25
2011,2,407,2,5,0.75,2011.375,1,8.93333333333333,8.5,9,8.75
2011,2,407,2,6,0.2,2011.375,1,8.93333333333333,8,8.5,8.25
2011,2,407,2,7,0,2011.375,1,8.93333333333333,7.5,8,7.75
2011,2,407,2,8,0,2011.375,1,8.93333333333333,7,7.5,7.25
2011,2,407,2,9,0,2011.375,1,8.93333333333333,6,7,6.5
2011,2,407,2,10,0,2011.375,1,8.93333333333333,-1000,6,5
2011,3,407,2,1,0,2011.625,1,8.93333333333333,11,1000,12
2011,3,407,2,2,0,2011.625,1,8.93333333333333,10,11,10.5
2011,3,407,2,3,0,2011.625,1,8.93333333333333,9.5,10,9.75
2011,3,407,2,4,0.4,2011.625,1,8.93333333333333,9,9.5,9.25
2011,3,407,2,5,0.6,2011.625,1,8.93333333333333,8.5,9,8.75
2011,3,407,2,6,0,2011.625,1,8.93333333333333,8,8.5,8.25
2011,3,407,2,7,0,2011.625,1,8.93333333333333,7.5,8,7.75
2011,3,407,2,8,0,2011.625,1,8.93333333333333,7,7.5,7.25
2011,3,407,2,9,0,2011.625,1,8.93333333333333,6,7,6.5
2011,3,407,2,10,0,2011.625,1,8.93333333333333,-1000,6,5
2011,4,407,2,1,0,2011.875,1,8.93333333333333,11,1000,12
2011,4,407,2,2,0,2011.875,1,8.93333333333333,10,11,10.5
2011,4,407,2,3,0,2011.875,1,8.93333333333333,9.5,10,9.75
2011,4,407,2,4,1,2011.875,1,8.93333333333333,9,9.5,9.25
2011,4,407,2,5,0,2011.875,1,8.93333333333333,8.5,9,8.75
2011,4,407,2,6,0,2011.875,1,8.93333333333333,8,8.5,8.25
2011,4,407,2,7,0,2011.875,1,8.93333333333333,7.5,8,7.75
2011,4,407,2,8,0,2011.875,1,8.93333333333333,7,7.5,7.25
2011,4,407,2,9,0,2011.875,1,8.93333333333333,6,7,6.5
2011,4,407,2,10,0,2011.875,1,8.93333333333333,-1000,6,5
2011,5,407,2,1,0,2011.999,2,8.93333333333333,11,1000,12
2011,5,407,2,2,0,2011.999,2,8.93333333333333,10,11,10.5
2011,5,407,2,3,0,2011.999,2,8.93333333333333,9.5,10,9.75
2011,5,407,2,4,0,2011.999,2,8.93333333333333,9,9.5,9.25
2011,5,407,2,5,1,2011.999,2,8.93333333333333,8.5,9,8.75
2011,5,407,2,6,0,2011.999,2,8.93333333333333,8,8.5,8.25
2011,5,407,2,7,0,2011.999,2,8.93333333333333,7.5,8,7.75
2011,5,407,2,8,0,2011.999,2,8.93333333333333,7,7.5,7.25
2011,5,407,2,9,0,2011.999,2,8.93333333333333,6,7,6.5
2011,5,407,2,10,0,2011.999,2,8.93333333333333,-1000,6,5
2012,2,407,2,1,0,2009.375,1,8.075,11,1000,12
2012,2,407,2,2,0,2009.375,1,8.075,10,11,10.5
2012,2,407,2,3,0,2009.375,1,8.075,9.5,10,9.75
2012,2,407,2,4,0,2009.375,1,8.075,9,9.5,9.25
2012,2,407,2,5,0,2009.375,1,8.075,8.5,9,8.75
2012,2,407,2,6,0,2009.375,1,8.075,8,8.5,8.25
2012,2,407,2,7,0,2009.375,1,8.075,7.5,8,7.75
2012,2,407,2,8,0.05,2009.375,1,8.075,7,7.5,7.25
2012,2,407,2,9,0.55,2009.375,1,8.075,6,7,6.5
2012,2,407,2,10,0.4,2009.375,1,8.075,-1000,6,5
2012,3,407,2,1,0,2009.625,1,8.075,11,1000,12
2012,3,407,2,2,0,2009.625,1,8.075,10,11,10.5
2012,3,407,2,3,0,2009.625,1,8.075,9.5,10,9.75
2012,3,407,2,4,0,2009.625,1,8.075,9,9.5,9.25
2012,3,407,2,5,0,2009.625,1,8.075,8.5,9,8.75
2012,3,407,2,6,0,2009.625,1,8.075,8,8.5,8.25
2012,3,407,2,7,0,2009.625,1,8.075,7.5,8,7.75
2012,3,407,2,8,0.15,2009.625,1,8.075,7,7.5,7.25
2012,3,407,2,9,0.55,2009.625,1,8.075,6,7,6.5
2012,3,407,2,10,0.3,2009.625,1,8.075,-1000,6,5
2012,4,407,2,1,0,2009.875,1,8.075,11,1000,12
2012,4,407,2,2,0,2009.875,1,8.075,10,11,10.5
2012,4,407,2,3,0,2009.875,1,8.075,9.5,10,9.75
2012,4,407,2,4,0,2009.875,1,8.075,9,9.5,9.25
2012,4,407,2,5,0,2009.875,1,8.075,8.5,9,8.75
2012,4,407,2,6,0,2009.875,1,8.075,8,8.5,8.25
2012,4,407,2,7,0.45,2009.875,1,8.075,7.5,8,7.75
2012,4,407,2,8,0.55,2009.875,1,8.075,7,7.5,7.25
2012,4,407,2,9,0,2009.875,1,8.075,6,7,6.5
2012,4,407,2,10,0,2009.875,1,8.075,-1000,6,5
2012,1,407,2,1,0,2010.125,1,8.075,11,1000,12
2012,1,407,2,2,0,2010.125,1,8.075,10,11,10.5
2012,1,407,2,3,0,2010.125,1,8.075,9.5,10,9.75
2012,1,407,2,4,0,2010.125,1,8.075,9,9.5,9.25
2012,1,407,2,5,0,2010.125,1,8.075,8.5,9,8.75
2012,1,407,2,6,0,2010.125,1,8.075,8,8.5,8.25
2012,1,407,2,7,0.35,2010.125,1,8.075,7.5,8,7.75
2012,1,407,2,8,0.5,2010.125,1,8.075,7,7.5,7.25
2012,1,407,2,9,0.15,2010.125,1,8.075,6,7,6.5
2012,1,407,2,10,0,2010.125,1,8.075,-1000,6,5
2012,2,407,2,1,0,2010.375,1,8.075,11,1000,12
2012,2,407,2,2,0,2010.375,1,8.075,10,11,10.5
2012,2,407,2,3,0,2010.375,1,8.075,9.5,10,9.75
2012,2,407,2,4,0,2010.375,1,8.075,9,9.5,9.25
2012,2,407,2,5,0,2010.375,1,8.075,8.5,9,8.75
2012,2,407,2,6,0.1,2010.375,1,8.075,8,8.5,8.25
2012,2,407,2,7,0.25,2010.375,1,8.075,7.5,8,7.75
2012,2,407,2,8,0.55,2010.375,1,8.075,7,7.5,7.25
2012,2,407,2,9,0.1,2010.375,1,8.075,6,7,6.5
2012,2,407,2,10,0,2010.375,1,8.075,-1000,6,5
2012,3,407,2,1,0,2010.625,1,8.075,11,1000,12
2012,3,407,2,2,0,2010.625,1,8.075,10,11,10.5
2012,3,407,2,3,0,2010.625,1,8.075,9.5,10,9.75
2012,3,407,2,4,0,2010.625,1,8.075,9,9.5,9.25
2012,3,407,2,5,0,2010.625,1,8.075,8.5,9,8.75
2012,3,407,2,6,0.15,2010.625,1,8.075,8,8.5,8.25
2012,3,407,2,7,0.45,2010.625,1,8.075,7.5,8,7.75
2012,3,407,2,8,0.4,2010.625,1,8.075,7,7.5,7.25
2012,3,407,2,9,0,2010.625,1,8.075,6,7,6.5
2012,3,407,2,10,0,2010.625,1,8.075,-1000,6,5
2012,4,407,2,1,0,2010.875,1,8.075,11,1000,12
2012,4,407,2,2,0,2010.875,1,8.075,10,11,10.5
2012,4,407,2,3,0,2010.875,1,8.075,9.5,10,9.75
2012,4,407,2,4,0,2010.875,1,8.075,9,9.5,9.25
2012,4,407,2,5,0.05,2010.875,1,8.075,8.5,9,8.75
2012,4,407,2,6,0.4,2010.875,1,8.075,8,8.5,8.25
2012,4,407,2,7,0.35,2010.875,1,8.075,7.5,8,7.75
2012,4,407,2,8,0.2,2010.875,1,8.075,7,7.5,7.25
2012,4,407,2,9,0,2010.875,1,8.075,6,7,6.5
2012,4,407,2,10,0,2010.875,1,8.075,-1000,6,5
2012,1,407,2,1,0,2011.125,1,8.075,11,1000,12
2012,1,407,2,2,0,2011.125,1,8.075,10,11,10.5
2012,1,407,2,3,0,2011.125,1,8.075,9.5,10,9.75
2012,1,407,2,4,0,2011.125,1,8.075,9,9.5,9.25
2012,1,407,2,5,0,2011.125,1,8.075,8.5,9,8.75
2012,1,407,2,6,0.4,2011.125,1,8.075,8,8.5,8.25
2012,1,407,2,7,0.6,2011.125,1,8.075,7.5,8,7.75
2012,1,407,2,8,0,2011.125,1,8.075,7,7.5,7.25
2012,1,407,2,9,0,2011.125,1,8.075,6,7,6.5
2012,1,407,2,10,0,2011.125,1,8.075,-1000,6,5
2012,2,407,2,1,0,2011.375,1,8.075,11,1000,12
2012,2,407,2,2,0,2011.375,1,8.075,10,11,10.5
2012,2,407,2,3,0,2011.375,1,8.075,9.5,10,9.75
2012,2,407,2,4,0,2011.375,1,8.075,9,9.5,9.25
2012,2,407,2,5,0.05,2011.375,1,8.075,8.5,9,8.75
2012,2,407,2,6,0.15,2011.375,1,8.075,8,8.5,8.25
2012,2,407,2,7,0.75,2011.375,1,8.075,7.5,8,7.75
2012,2,407,2,8,0.05,2011.375,1,8.075,7,7.5,7.25
2012,2,407,2,9,0,2011.375,1,8.075,6,7,6.5
2012,2,407,2,10,0,2011.375,1,8.075,-1000,6,5
2012,3,407,2,1,0,2011.625,1,8.075,11,1000,12
2012,3,407,2,2,0,2011.625,1,8.075,10,11,10.5
2012,3,407,2,3,0,2011.625,1,8.075,9.5,10,9.75
2012,3,407,2,4,0.1,2011.625,1,8.075,9,9.5,9.25
2012,3,407,2,5,0.3,2011.625,1,8.075,8.5,9,8.75
2012,3,407,2,6,0.6,2011.625,1,8.075,8,8.5,8.25
2012,3,407,2,7,0,2011.625,1,8.075,7.5,8,7.75
2012,3,407,2,8,0,2011.625,1,8.075,7,7.5,7.25
2012,3,407,2,9,0,2011.625,1,8.075,6,7,6.5
2012,3,407,2,10,0,2011.625,1,8.075,-1000,6,5
2012,4,407,2,1,0,2011.875,1,8.075,11,1000,12
2012,4,407,2,2,0,2011.875,1,8.075,10,11,10.5
2012,4,407,2,3,0,2011.875,1,8.075,9.5,10,9.75
2012,4,407,2,4,0,2011.875,1,8.075,9,9.5,9.25
2012,4,407,2,5,0.15,2011.875,1,8.075,8.5,9,8.75
2012,4,407,2,6,0.8,2011.875,1,8.075,8,8.5,8.25
2012,4,407,2,7,0.05,2011.875,1,8.075,7.5,8,7.75
2012,4,407,2,8,0,2011.875,1,8.075,7,7.5,7.25
2012,4,407,2,9,0,2011.875,1,8.075,6,7,6.5
2012,4,407,2,10,0,2011.875,1,8.075,-1000,6,5
2012,1,407,2,1,0,2012.125,1,8.075,11,1000,12
2012,1,407,2,2,0,2012.125,1,8.075,10,11,10.5
2012,1,407,2,3,0,2012.125,1,8.075,9.5,10,9.75
2012,1,407,2,4,0,2012.125,1,8.075,9,9.5,9.25
2012,1,407,2,5,0.1,2012.125,1,8.075,8.5,9,8.75
2012,1,407,2,6,0.6,2012.125,1,8.075,8,8.5,8.25
2012,1,407,2,7,0.3,2012.125,1,8.075,7.5,8,7.75
2012,1,407,2,8,0,2012.125,1,8.075,7,7.5,7.25
2012,1,407,2,9,0,2012.125,1,8.075,6,7,6.5
2012,1,407,2,10,0,2012.125,1,8.075,-1000,6,5
2012,2,407,2,1,0,2012.375,1,8.075,11,1000,12
2012,2,407,2,2,0,2012.375,1,8.075,10,11,10.5
2012,2,407,2,3,0,2012.375,1,8.075,9.5,10,9.75
2012,2,407,2,4,0,2012.375,1,8.075,9,9.5,9.25
2012,2,407,2,5,0,2012.375,1,8.075,8.5,9,8.75
2012,2,407,2,6,0.7,2012.375,1,8.075,8,8.5,8.25
2012,2,407,2,7,0.3,2012.375,1,8.075,7.5,8,7.75
2012,2,407,2,8,0,2012.375,1,8.075,7,7.5,7.25
2012,2,407,2,9,0,2012.375,1,8.075,6,7,6.5
2012,2,407,2,10,0,2012.375,1,8.075,-1000,6,5
2012,3,407,2,1,0,2012.625,1,8.075,11,1000,12
2012,3,407,2,2,0,2012.625,1,8.075,10,11,10.5
2012,3,407,2,3,0,2012.625,1,8.075,9.5,10,9.75
2012,3,407,2,4,0,2012.625,1,8.075,9,9.5,9.25
2012,3,407,2,5,0.02,2012.625,1,8.075,8.5,9,8.75
2012,3,407,2,6,0.96,2012.625,1,8.075,8,8.5,8.25
2012,3,407,2,7,0.02,2012.625,1,8.075,7.5,8,7.75
2012,3,407,2,8,0,2012.625,1,8.075,7,7.5,7.25
2012,3,407,2,9,0,2012.625,1,8.075,6,7,6.5
2012,3,407,2,10,0,2012.625,1,8.075,-1000,6,5
2012,5,407,2,1,0,2012.999,2,8.075,11,1000,12
2012,5,407,2,2,0,2012.999,2,8.075,10,11,10.5
2012,5,407,2,3,0,2012.999,2,8.075,9.5,10,9.75
2012,5,407,2,4,0,2012.999,2,8.075,9,9.5,9.25
2012,5,407,2,5,0,2012.999,2,8.075,8.5,9,8.75
2012,5,407,2,6,1,2012.999,2,8.075,8,8.5,8.25
2012,5,407,2,7,0,2012.999,2,8.075,7.5,8,7.75
2012,5,407,2,8,0,2012.999,2,8.075,7,7.5,7.25
2012,5,407,2,9,0,2012.999,2,8.075,6,7,6.5
2012,5,407,2,10,0,2012.999,2,8.075,-1000,6,5
2013,1,407,2,1,0,2010.125,1,7.35833333333333,11,1000,12
2013,1,407,2,2,0,2010.125,1,7.35833333333333,10,11,10.5
2013,1,407,2,3,0,2010.125,1,7.35833333333333,9.5,10,9.75
2013,1,407,2,4,0,2010.125,1,7.35833333333333,9,9.5,9.25
2013,1,407,2,5,0,2010.125,1,7.35833333333333,8.5,9,8.75
2013,1,407,2,6,0,2010.125,1,7.35833333333333,8,8.5,8.25
2013,1,407,2,7,0.1,2010.125,1,7.35833333333333,7.5,8,7.75
2013,1,407,2,8,0.4,2010.125,1,7.35833333333333,7,7.5,7.25
2013,1,407,2,9,0.4,2010.125,1,7.35833333333333,6,7,6.5
2013,1,407,2,10,0.1,2010.125,1,7.35833333333333,-1000,6,5
2013,2,407,2,1,0,2010.375,1,7.35833333333333,11,1000,12
2013,2,407,2,2,0,2010.375,1,7.35833333333333,10,11,10.5
2013,2,407,2,3,0,2010.375,1,7.35833333333333,9.5,10,9.75
2013,2,407,2,4,0,2010.375,1,7.35833333333333,9,9.5,9.25
2013,2,407,2,5,0,2010.375,1,7.35833333333333,8.5,9,8.75
2013,2,407,2,6,0,2010.375,1,7.35833333333333,8,8.5,8.25
2013,2,407,2,7,0,2010.375,1,7.35833333333333,7.5,8,7.75
2013,2,407,2,8,0.25,2010.375,1,7.35833333333333,7,7.5,7.25
2013,2,407,2,9,0.5,2010.375,1,7.35833333333333,6,7,6.5
2013,2,407,2,10,0.25,2010.375,1,7.35833333333333,-1000,6,5
2013,3,407,2,1,0,2010.625,1,7.35833333333333,11,1000,12
2013,3,407,2,2,0,2010.625,1,7.35833333333333,10,11,10.5
2013,3,407,2,3,0,2010.625,1,7.35833333333333,9.5,10,9.75
2013,3,407,2,4,0,2010.625,1,7.35833333333333,9,9.5,9.25
2013,3,407,2,5,0,2010.625,1,7.35833333333333,8.5,9,8.75
2013,3,407,2,6,0,2010.625,1,7.35833333333333,8,8.5,8.25
2013,3,407,2,7,0.05,2010.625,1,7.35833333333333,7.5,8,7.75
2013,3,407,2,8,0.45,2010.625,1,7.35833333333333,7,7.5,7.25
2013,3,407,2,9,0.45,2010.625,1,7.35833333333333,6,7,6.5
2013,3,407,2,10,0.05,2010.625,1,7.35833333333333,-1000,6,5
2013,4,407,2,1,0,2010.875,1,7.35833333333333,11,1000,12
2013,4,407,2,2,0,2010.875,1,7.35833333333333,10,11,10.5
2013,4,407,2,3,0,2010.875,1,7.35833333333333,9.5,10,9.75
2013,4,407,2,4,0,2010.875,1,7.35833333333333,9,9.5,9.25
2013,4,407,2,5,0,2010.875,1,7.35833333333333,8.5,9,8.75
2013,4,407,2,6,0,2010.875,1,7.35833333333333,8,8.5,8.25
2013,4,407,2,7,0.15,2010.875,1,7.35833333333333,7.5,8,7.75
2013,4,407,2,8,0.45,2010.875,1,7.35833333333333,7,7.5,7.25
2013,4,407,2,9,0.35,2010.875,1,7.35833333333333,6,7,6.5
2013,4,407,2,10,0.05,2010.875,1,7.35833333333333,-1000,6,5
2013,1,407,2,1,0,2011.125,1,7.35833333333333,11,1000,12
2013,1,407,2,2,0,2011.125,1,7.35833333333333,10,11,10.5
2013,1,407,2,3,0,2011.125,1,7.35833333333333,9.5,10,9.75
2013,1,407,2,4,0,2011.125,1,7.35833333333333,9,9.5,9.25
2013,1,407,2,5,0,2011.125,1,7.35833333333333,8.5,9,8.75
2013,1,407,2,6,0,2011.125,1,7.35833333333333,8,8.5,8.25
2013,1,407,2,7,0.05,2011.125,1,7.35833333333333,7.5,8,7.75
2013,1,407,2,8,0.5,2011.125,1,7.35833333333333,7,7.5,7.25
2013,1,407,2,9,0.45,2011.125,1,7.35833333333333,6,7,6.5
2013,1,407,2,10,0,2011.125,1,7.35833333333333,-1000,6,5
2013,2,407,2,1,0,2011.375,1,7.35833333333333,11,1000,12
2013,2,407,2,2,0,2011.375,1,7.35833333333333,10,11,10.5
2013,2,407,2,3,0,2011.375,1,7.35833333333333,9.5,10,9.75
2013,2,407,2,4,0,2011.375,1,7.35833333333333,9,9.5,9.25
2013,2,407,2,5,0,2011.375,1,7.35833333333333,8.5,9,8.75
2013,2,407,2,6,0.05,2011.375,1,7.35833333333333,8,8.5,8.25
2013,2,407,2,7,0.1,2011.375,1,7.35833333333333,7.5,8,7.75
2013,2,407,2,8,0.75,2011.375,1,7.35833333333333,7,7.5,7.25
2013,2,407,2,9,0.1,2011.375,1,7.35833333333333,6,7,6.5
2013,2,407,2,10,0,2011.375,1,7.35833333333333,-1000,6,5
2013,3,407,2,1,0,2011.625,1,7.35833333333333,11,1000,12
2013,3,407,2,2,0,2011.625,1,7.35833333333333,10,11,10.5
2013,3,407,2,3,0,2011.625,1,7.35833333333333,9.5,10,9.75
2013,3,407,2,4,0,2011.625,1,7.35833333333333,9,9.5,9.25
2013,3,407,2,5,0,2011.625,1,7.35833333333333,8.5,9,8.75
2013,3,407,2,6,0.4,2011.625,1,7.35833333333333,8,8.5,8.25
2013,3,407,2,7,0.6,2011.625,1,7.35833333333333,7.5,8,7.75
2013,3,407,2,8,0,2011.625,1,7.35833333333333,7,7.5,7.25
2013,3,407,2,9,0,2011.625,1,7.35833333333333,6,7,6.5
2013,3,407,2,10,0,2011.625,1,7.35833333333333,-1000,6,5
2013,4,407,2,1,0,2011.875,1,7.35833333333333,11,1000,12
2013,4,407,2,2,0,2011.875,1,7.35833333333333,10,11,10.5
2013,4,407,2,3,0,2011.875,1,7.35833333333333,9.5,10,9.75
2013,4,407,2,4,0,2011.875,1,7.35833333333333,9,9.5,9.25
2013,4,407,2,5,0,2011.875,1,7.35833333333333,8.5,9,8.75
2013,4,407,2,6,0.05,2011.875,1,7.35833333333333,8,8.5,8.25
2013,4,407,2,7,0.8,2011.875,1,7.35833333333333,7.5,8,7.75
2013,4,407,2,8,0.15,2011.875,1,7.35833333333333,7,7.5,7.25
2013,4,407,2,9,0,2011.875,1,7.35833333333333,6,7,6.5
2013,4,407,2,10,0,2011.875,1,7.35833333333333,-1000,6,5
2013,1,407,2,1,0,2012.125,1,7.35833333333333,11,1000,12
2013,1,407,2,2,0,2012.125,1,7.35833333333333,10,11,10.5
2013,1,407,2,3,0,2012.125,1,7.35833333333333,9.5,10,9.75
2013,1,407,2,4,0,2012.125,1,7.35833333333333,9,9.5,9.25
2013,1,407,2,5,0,2012.125,1,7.35833333333333,8.5,9,8.75
2013,1,407,2,6,0.25,2012.125,1,7.35833333333333,8,8.5,8.25
2013,1,407,2,7,0.55,2012.125,1,7.35833333333333,7.5,8,7.75
2013,1,407,2,8,0.2,2012.125,1,7.35833333333333,7,7.5,7.25
2013,1,407,2,9,0,2012.125,1,7.35833333333333,6,7,6.5
2013,1,407,2,10,0,2012.125,1,7.35833333333333,-1000,6,5
2013,2,407,2,1,0,2012.375,1,7.35833333333333,11,1000,12
2013,2,407,2,2,0,2012.375,1,7.35833333333333,10,11,10.5
2013,2,407,2,3,0,2012.375,1,7.35833333333333,9.5,10,9.75
2013,2,407,2,4,0,2012.375,1,7.35833333333333,9,9.5,9.25
2013,2,407,2,5,0,2012.375,1,7.35833333333333,8.5,9,8.75
2013,2,407,2,6,0.15,2012.375,1,7.35833333333333,8,8.5,8.25
2013,2,407,2,7,0.65,2012.375,1,7.35833333333333,7.5,8,7.75
2013,2,407,2,8,0.2,2012.375,1,7.35833333333333,7,7.5,7.25
2013,2,407,2,9,0,2012.375,1,7.35833333333333,6,7,6.5
2013,2,407,2,10,0,2012.375,1,7.35833333333333,-1000,6,5
2013,3,407,2,1,0,2012.625,1,7.35833333333333,11,1000,12
2013,3,407,2,2,0,2012.625,1,7.35833333333333,10,11,10.5
2013,3,407,2,3,0,2012.625,1,7.35833333333333,9.5,10,9.75
2013,3,407,2,4,0,2012.625,1,7.35833333333333,9,9.5,9.25
2013,3,407,2,5,0.75,2012.625,1,7.35833333333333,8.5,9,8.75
2013,3,407,2,6,0.2,2012.625,1,7.35833333333333,8,8.5,8.25
2013,3,407,2,7,0.05,2012.625,1,7.35833333333333,7.5,8,7.75
2013,3,407,2,8,0,2012.625,1,7.35833333333333,7,7.5,7.25
2013,3,407,2,9,0,2012.625,1,7.35833333333333,6,7,6.5
2013,3,407,2,10,0,2012.625,1,7.35833333333333,-1000,6,5
2013,1,407,2,1,0,2013.125,1,7.35833333333333,11,1000,12
2013,1,407,2,2,0,2013.125,1,7.35833333333333,10,11,10.5
2013,1,407,2,3,0,2013.125,1,7.35833333333333,9.5,10,9.75
2013,1,407,2,4,0,2013.125,1,7.35833333333333,9,9.5,9.25
2013,1,407,2,5,0,2013.125,1,7.35833333333333,8.5,9,8.75
2013,1,407,2,6,0.15,2013.125,1,7.35833333333333,8,8.5,8.25
2013,1,407,2,7,0.65,2013.125,1,7.35833333333333,7.5,8,7.75
2013,1,407,2,8,0.2,2013.125,1,7.35833333333333,7,7.5,7.25
2013,1,407,2,9,0,2013.125,1,7.35833333333333,6,7,6.5
2013,1,407,2,10,0,2013.125,1,7.35833333333333,-1000,6,5
2013,2,407,2,1,0,2013.375,1,7.35833333333333,11,1000,12
2013,2,407,2,2,0,2013.375,1,7.35833333333333,10,11,10.5
2013,2,407,2,3,0,2013.375,1,7.35833333333333,9.5,10,9.75
2013,2,407,2,4,0,2013.375,1,7.35833333333333,9,9.5,9.25
2013,2,407,2,5,0,2013.375,1,7.35833333333333,8.5,9,8.75
2013,2,407,2,6,0,2013.375,1,7.35833333333333,8,8.5,8.25
2013,2,407,2,7,0.2,2013.375,1,7.35833333333333,7.5,8,7.75
2013,2,407,2,8,0.7,2013.375,1,7.35833333333333,7,7.5,7.25
